activeingred,reaction,N,E,RR,PRR,EBGM,EBGM_05,EBGM_50,EBGM_95
ginger,dyspnoeas,8,6.04,1.32,1.35,1.14,0.63033,1.15883,1.93087
lenalidomide,dyspnoeas,6403,9956.47,0.64,0.65,0.64,0.62995,0.64308,0.65639
osimertinib,dyspnoeas,406,593.24,0.68,0.7,0.68,0.62966,0.68393,0.74123
meprednisone,dyspnoeas,3,0.82,3.64,3.35,1.72,0.62963,1.72714,4.73502
telavancin,dyspnoeas,8,6.05,1.32,1.82,1.14,0.62947,1.15723,1.92815
terbinafine,dyspnoeas,302,435.53,0.69,0.6,0.69,0.62932,0.69275,0.76031
teriflunomide,dyspnoeas,1056,1594.36,0.66,0.67,0.66,0.62925,0.66219,0.69626
indapamide,dyspnoeas,85,112.03,0.76,0.71,0.75,0.62907,0.75532,0.89746
stavudine,dyspnoeas,102,136.84,0.75,0.68,0.74,0.6287,0.74273,0.86979
pegaspargase,dyspnoeas,140,192.82,0.73,0.91,0.72,0.62853,0.72433,0.8294
balsam,dyspnoeas,2,0.17,11.77,10.27,2.98,0.62851,2.62383,16.06887
oxymetazoline,dyspnoeas,111,150.12,0.74,0.65,0.74,0.62829,0.73705,0.8577
prazosin,dyspnoeas,60,76.25,0.79,0.78,0.78,0.62794,0.78129,0.9578
mycophenolic acid,dyspnoeas,64,82.01,0.78,0.69,0.77,0.62757,0.77531,0.94462
avapritinib,dyspnoeas,140,193.2,0.72,0.72,0.72,0.62731,0.72292,0.82779
chymopapain,dyspnoeas,20,21.06,0.95,0.6,0.91,0.62679,0.91932,1.2916
upadacitinib,dyspnoeas,712,1068.92,0.67,0.69,0.67,0.62568,0.66586,0.70773
dipivefrin,dyspnoeas,11,9.68,1.14,0.53,1.04,0.62474,1.0496,1.63621
asfotase alfa,dyspnoeas,110,149.81,0.73,0.61,0.73,0.62348,0.73195,0.85232
acrivastine,dyspnoeas,4,1.77,2.26,2.39,1.44,0.62345,1.47466,3.04193
opicapone,dyspnoeas,21,22.52,0.93,0.93,0.9,0.62285,0.90499,1.262
melatonin,dyspnoeas,7,4.99,1.4,1.29,1.17,0.62211,1.19264,2.04903
perphenazine,dyspnoeas,29,33.33,0.87,0.85,0.85,0.62208,0.85398,1.13752
captopril,dyspnoeas,196,279.36,0.7,0.7,0.7,0.62161,0.70056,0.78592
fremanezumab,dyspnoeas,132,183.32,0.72,0.58,0.72,0.62061,0.71829,0.82572
modafinil,dyspnoeas,96,129.79,0.74,0.7,0.74,0.62052,0.73691,0.86702
mesalamine,dyspnoeas,337,495.61,0.68,0.65,0.68,0.62044,0.67944,0.74207
pretomanid,dyspnoeas,5,2.81,1.78,1.71,1.3,0.61953,1.33705,2.51839
sulpiride,dyspnoeas,16,16.1,0.99,1.05,0.94,0.6193,0.95117,1.38531
diflunisal,dyspnoeas,44,54.45,0.81,0.81,0.8,0.61908,0.79971,1.01252
zolmitriptan,dyspnoeas,101,137.53,0.73,0.76,0.73,0.61901,0.73189,0.85774
sitagliptin,dyspnoeas,619,935.61,0.66,0.68,0.66,0.61862,0.66135,0.70602
lactate,dyspnoeas,35,41.86,0.84,0.73,0.82,0.61822,0.82438,1.07205
sugammadex,dyspnoeas,51,64.6,0.79,1.01,0.78,0.6174,0.78284,0.97552
glimepiride,dyspnoeas,104,142.45,0.73,0.7,0.73,0.61701,0.72772,0.85095
lamivudine,dyspnoeas,366,543.56,0.67,0.59,0.67,0.61673,0.67287,0.73232
cabotegravir,dyspnoeas,23,25.51,0.9,0.81,0.87,0.61543,0.87917,1.20951
pentamidine,dyspnoeas,54,69.18,0.78,1.51,0.77,0.61508,0.77459,0.95958
cetirizine,dyspnoeas,863,1326.91,0.65,0.61,0.65,0.61451,0.65022,0.68729
hydromorphine,dyspnoeas,5,2.85,1.75,1.63,1.29,0.61426,1.32539,2.49409
capecitabine,dyspnoeas,1257,1954.77,0.64,0.62,0.64,0.61358,0.64294,0.67322
enasidenib,dyspnoeas,62,81.02,0.77,0.77,0.76,0.61341,0.76045,0.92931
fludarabine,dyspnoeas,289,427.04,0.68,0.79,0.68,0.61291,0.67614,0.74359
bendamustine,dyspnoeas,265,390.08,0.68,0.94,0.68,0.61249,0.67868,0.74946
iodinated,dyspnoeas,3,0.88,3.42,4.28,1.65,0.61237,1.67005,4.39914
glucosamine,dyspnoeas,3,0.88,3.41,3.08,1.65,0.61163,1.66766,4.38564
anistreplase,dyspnoeas,19,20.29,0.94,1.23,0.9,0.6116,0.90618,1.28332
cevimeline,dyspnoeas,13,12.46,1.04,1.02,0.97,0.61105,0.98432,1.48668
melphalan,dyspnoeas,186,269.11,0.69,0.74,0.69,0.61039,0.69013,0.77654
pramipexole,dyspnoeas,246,363.14,0.68,0.62,0.68,0.60831,0.67671,0.75005
bacitracin,dyspnoeas,40,49.7,0.8,0.41,0.79,0.60821,0.79579,1.01851
ropeginterferon,dyspnoeas,33,39.75,0.83,0.74,0.81,0.6082,0.81819,1.0718
erythromycin,dyspnoeas,259,384.25,0.67,0.62,0.67,0.60699,0.67337,0.74444
certolizumab pegol,dyspnoeas,1493,2360.14,0.63,0.53,0.63,0.60597,0.63251,0.65981
vemurafenib,dyspnoeas,214,314.71,0.68,0.63,0.68,0.60578,0.67917,0.75826
antithymocyte,dyspnoeas,158,228,0.69,0.96,0.69,0.60535,0.69174,0.78598
calcipotriol,dyspnoeas,14,13.9,1.01,0.38,0.95,0.60454,0.95685,1.42601
pacritinib,dyspnoeas,33,40.04,0.82,0.81,0.81,0.6039,0.8124,1.0642
bupivacaine,dyspnoeas,219,323.78,0.68,0.5,0.68,0.60339,0.67559,0.75332
olanzapine,dyspnoeas,1163,1836.47,0.63,0.55,0.63,0.60314,0.63317,0.6642
pravastatin,dyspnoeas,280,420.42,0.67,0.64,0.67,0.60224,0.66543,0.7329
eltrombopag,dyspnoeas,453,695.72,0.65,0.62,0.65,0.60185,0.65082,0.70237
metronidazole,dyspnoeas,424,649.64,0.65,0.58,0.65,0.60165,0.65233,0.70578
cyclobenzaprine,dyspnoeas,90,124.87,0.72,0.68,0.72,0.60128,0.71818,0.84933
baricitinib,dyspnoeas,28,33.13,0.85,0.83,0.83,0.6012,0.83006,1.11085
navoximod,dyspnoeas,2,0.2,10.25,10.27,2.67,0.6012,2.36394,14.17055
sucralfate,dyspnoeas,47,60.58,0.78,0.75,0.77,0.60051,0.76917,0.96682
moexipril,dyspnoeas,7,5.23,1.34,1.32,1.13,0.60049,1.15084,1.97519
flosequinan,dyspnoeas,12,11.42,1.05,0.98,0.97,0.60028,0.98618,1.5116
cefdinir,dyspnoeas,63,84.35,0.75,0.71,0.74,0.60006,0.74259,0.9061
rabeprazole,dyspnoeas,116,164.99,0.7,0.71,0.7,0.5999,0.70125,0.81343
brodalumab,dyspnoeas,40,50.43,0.79,0.7,0.78,0.59975,0.78471,1.00433
levodopa,dyspnoeas,366,560.2,0.65,0.59,0.65,0.59846,0.65294,0.71063
bendazac,dyspnoeas,2,0.2,10.07,12.84,2.63,0.59789,2.33583,13.94131
insulin,dyspnoeas,2860,4640.87,0.62,0.5,0.62,0.59747,0.61623,0.63537
topiramate,dyspnoeas,501,778.78,0.64,0.6,0.64,0.59699,0.64305,0.69143
spiramycin,dyspnoeas,4,1.91,2.1,2.19,1.37,0.59689,1.40841,2.86892
fostamatinib,dyspnoeas,72,98.42,0.73,0.74,0.73,0.59668,0.72811,0.87757
abemaciclib,dyspnoeas,174,256.69,0.68,0.64,0.68,0.59613,0.67687,0.76459
fenofibrate,dyspnoeas,157,230.26,0.68,0.65,0.68,0.59543,0.6807,0.77374
icosapent ethyl,dyspnoeas,81,112.57,0.72,0.69,0.72,0.59418,0.71669,0.85499
pasireotide,dyspnoeas,50,65.75,0.76,0.63,0.75,0.59371,0.75463,0.94231
progesterone,dyspnoeas,68,93.04,0.73,0.5,0.73,0.59246,0.72724,0.88107
amitriptyline,dyspnoeas,187,279.47,0.67,0.63,0.67,0.59122,0.66825,0.75167
glutathione,dyspnoeas,3,0.95,3.15,4.28,1.57,0.59055,1.60034,4.02815
escitalopram,dyspnoeas,482,756.34,0.64,0.58,0.64,0.59052,0.63702,0.6859
febuxostat,dyspnoeas,101,144.68,0.7,0.68,0.69,0.58872,0.69609,0.81577
vicodin,dyspnoeas,62,84.48,0.73,0.65,0.73,0.58872,0.72984,0.89189
eprosartan,dyspnoeas,32,39.66,0.81,0.83,0.79,0.58866,0.79562,1.04629
abiraterone,dyspnoeas,599,950.88,0.63,0.63,0.63,0.5884,0.62975,0.67299
bupropion,dyspnoeas,1169,1892.65,0.62,0.6,0.62,0.58834,0.61756,0.64774
sulfamethizole,dyspnoeas,5,3.04,1.64,1.63,1.24,0.58813,1.26773,2.37561
mexiletine,dyspnoeas,32,39.72,0.81,0.81,0.79,0.58777,0.79443,1.04472
aztreonam,dyspnoeas,92,130.97,0.7,1.51,0.7,0.58737,0.70018,0.82658
metaproterenol,dyspnoeas,148,219.47,0.67,2.9,0.67,0.58647,0.67319,0.76807
telotristat ethyl,dyspnoeas,99,142.28,0.7,0.71,0.69,0.5858,0.69382,0.81437
vildagliptin/metformin,dyspnoeas,7,5.4,1.3,1.21,1.1,0.58564,1.12217,1.92477
vutrisiran,dyspnoeas,8,6.63,1.21,0.97,1.05,0.5847,1.0745,1.78796
ezetimibe/simvastatin,dyspnoeas,100,144.53,0.69,0.7,0.69,0.58307,0.68999,0.80925
ceftazidime,dyspnoeas,188,285.18,0.66,0.86,0.66,0.58274,0.65844,0.74042
moricizine,dyspnoeas,14,14.5,0.97,0.97,0.91,0.58209,0.92128,1.37285
apraclonidine,dyspnoeas,8,6.68,1.2,0.69,1.05,0.58157,1.06871,1.77818
oxaprozin,dyspnoeas,64,88.65,0.72,0.7,0.72,0.5814,0.71828,0.87513
potassium,dyspnoeas,42,55.14,0.76,0.74,0.75,0.58071,0.75478,0.96063
tolnaftate,dyspnoeas,6,4.26,1.41,0.47,1.14,0.58018,1.17046,2.08401
hepatitis vaccine,dyspnoeas,37,47.71,0.78,0.62,0.76,0.57998,0.76718,0.99095
insulin lispro,dyspnoeas,48,64.37,0.75,0.6,0.74,0.57938,0.74015,0.92824
tizanidine,dyspnoeas,67,93.62,0.72,0.67,0.71,0.57937,0.71228,0.86412
metaxalone,dyspnoeas,43,56.82,0.76,0.68,0.75,0.57904,0.75025,0.95234
lopinavir,dyspnoeas,187,285.76,0.65,0.58,0.65,0.57828,0.65362,0.73522
samarium,dyspnoeas,12,11.92,1.01,1.31,0.94,0.57805,0.9496,1.45529
dapagliflozin,dyspnoeas,349,552.31,0.63,0.64,0.63,0.57764,0.63156,0.68873
vancomycin,dyspnoeas,634,1029.91,0.62,0.73,0.62,0.57612,0.61543,0.65649
paricalcitol,dyspnoeas,305,480.93,0.63,0.86,0.63,0.57604,0.6338,0.69529
ozanimod,dyspnoeas,114,168.92,0.67,0.68,0.67,0.57525,0.67337,0.78207
tetrofosmin,dyspnoeas,14,14.7,0.95,1.13,0.9,0.57503,0.91009,1.35614
propyphenazone,dyspnoeas,2,0.23,8.86,10.27,2.39,0.57421,2.15125,12.30829
denosumab,dyspnoeas,1588,2658.48,0.6,0.48,0.6,0.57298,0.59728,0.62227
trametinib,dyspnoeas,180,277.48,0.65,0.61,0.65,0.57188,0.64792,0.73043
colchicine,dyspnoeas,65,91.76,0.71,0.64,0.7,0.57165,0.70505,0.85777
sacituzumab govitecan,dyspnoeas,69,98.07,0.7,0.97,0.7,0.5716,0.70056,0.84761
maribavir,dyspnoeas,22,26.17,0.84,0.8,0.82,0.57084,0.82215,1.13843
ipilimumab,dyspnoeas,522,851.11,0.61,0.78,0.61,0.57008,0.61313,0.6583
carbocysteine,dyspnoeas,2,0.23,8.65,7.34,2.35,0.57002,2.12134,12.02229
isavuconazole,dyspnoeas,21,24.8,0.85,0.9,0.82,0.56905,0.82679,1.15285
nicotine polacrilex,dyspnoeas,166,256.07,0.65,0.61,0.65,0.56846,0.64744,0.73341
mesna,dyspnoeas,26,32.17,0.81,1.02,0.79,0.56822,0.79434,1.07383
docusate,dyspnoeas,23,27.78,0.83,0.82,0.81,0.56768,0.81094,1.11557
omaveloxolone,dyspnoeas,4,2.08,1.92,1.94,1.3,0.5675,1.33612,2.6915
midodrine,dyspnoeas,20,23.47,0.85,0.79,0.82,0.56652,0.83088,1.16721
bethanechol,dyspnoeas,10,9.54,1.05,1,0.96,0.56479,0.97316,1.5448
talimogene laherparepvec,dyspnoeas,18,20.68,0.87,0.55,0.84,0.56422,0.84516,1.20711
sarilumab,dyspnoeas,207,326.93,0.63,0.55,0.63,0.56313,0.63258,0.70752
clotrimazole,dyspnoeas,49,67.85,0.72,0.35,0.72,0.56302,0.7174,0.89774
baliforsen,dyspnoeas,3,1.06,2.83,2.85,1.48,0.56285,1.51516,3.63588
calcitriol,dyspnoeas,39,52.31,0.75,0.72,0.74,0.56261,0.7387,0.94823
nystatin,dyspnoeas,31,40.07,0.77,0.6,0.76,0.56232,0.76378,1.0085
triamcinolone,dyspnoeas,415,679.89,0.61,0.65,0.61,0.56227,0.61016,0.66071
etodolac,dyspnoeas,84,124.01,0.68,0.68,0.67,0.56178,0.67528,0.80314
 lovastatin,dyspnoeas,5,3.26,1.53,1.43,1.18,0.56134,1.20897,2.25743
hydroxyzine,dyspnoeas,153,237.99,0.64,0.6,0.64,0.56062,0.64204,0.73098
cefprozil,dyspnoeas,54,76.11,0.71,0.69,0.7,0.56026,0.70556,0.87405
carotuximab,dyspnoeas,2,0.24,8.17,6.42,2.25,0.55986,2.05173,11.33303
procaine,dyspnoeas,6,4.49,1.34,1.09,1.1,0.55853,1.12638,2.00278
atezolizumab,dyspnoeas,662,1111.32,0.6,0.87,0.6,0.55833,0.59557,0.63444
ginseng,dyspnoeas,2,0.25,8.07,7.34,2.23,0.5577,2.03751,11.18826
rimantadine,dyspnoeas,7,5.75,1.22,1.18,1.05,0.55753,1.06799,1.82993
fosamprenavir,dyspnoeas,20,23.88,0.84,0.83,0.81,0.55731,0.81737,1.14822
almotriptan,dyspnoeas,11,11.05,1,0.96,0.92,0.55695,0.9355,1.45737
targin,dyspnoeas,12,12.48,0.96,0.96,0.9,0.55492,0.91156,1.39678
etidronate,dyspnoeas,36,48.47,0.74,0.76,0.73,0.55379,0.73543,0.95308
larotrectinib,dyspnoeas,14,15.33,0.91,0.82,0.87,0.55352,0.87603,1.30525
asciminib,dyspnoeas,21,25.54,0.82,0.76,0.8,0.55351,0.80421,1.12133
rizatriptan,dyspnoeas,64,93.74,0.68,0.67,0.68,0.55037,0.67994,0.82842
norfloxacin,dyspnoeas,61,88.87,0.69,0.69,0.68,0.55028,0.6834,0.83646
brinzolamide/brimonidine,dyspnoeas,33,44.12,0.75,0.5,0.74,0.54996,0.73983,0.96912
maraviroc,dyspnoeas,48,67.9,0.71,0.65,0.7,0.54991,0.70249,0.88101
clemastine,dyspnoeas,54,77.69,0.7,0.71,0.69,0.54909,0.69149,0.85662
vedotin,dyspnoeas,3,1.12,2.68,4.53,1.44,0.54895,1.47355,3.4668
dextromethorphan,dyspnoeas,61,89.21,0.68,0.6,0.68,0.5482,0.68082,0.83329
atomoxetine,dyspnoeas,381,638.47,0.6,0.49,0.6,0.54772,0.59653,0.64816
teduglutide,dyspnoeas,250,410.74,0.61,0.57,0.61,0.54729,0.6083,0.67368
ascorbic acid,dyspnoeas,11,11.3,0.97,0.94,0.9,0.54632,0.91762,1.4294
ropinirole,dyspnoeas,206,335.39,0.61,0.59,0.61,0.5462,0.61374,0.68663
pancrelipase,dyspnoeas,203,330.67,0.61,0.6,0.61,0.54545,0.61343,0.68684
fexofenadine,dyspnoeas,517,880.84,0.59,0.56,0.59,0.54541,0.58681,0.63025
cilgavimab,dyspnoeas,2,0.27,7.5,8.56,2.12,0.54536,1.9591,10.36626
zidovudine,dyspnoeas,145,231.37,0.63,0.56,0.63,0.54451,0.62592,0.71508
levocetirizine,dyspnoeas,159,255.52,0.62,0.53,0.62,0.5442,0.6216,0.70601
velaglucerase alfa,dyspnoeas,67,99.93,0.67,0.94,0.67,0.54339,0.66804,0.81045
isoetharine,dyspnoeas,20,24.56,0.81,3.38,0.79,0.5429,0.79623,1.1185
cobolimab,dyspnoeas,2,0.27,7.36,12.84,2.1,0.54224,1.94007,10.16087
temozolomide,dyspnoeas,316,530.38,0.6,0.57,0.6,0.5422,0.59555,0.65229
travoprost,dyspnoeas,59,87,0.68,0.47,0.67,0.54167,0.67522,0.82911
trospium,dyspnoeas,25,32.29,0.77,0.76,0.76,0.54148,0.7621,1.03591
trazodone,dyspnoeas,177,287.96,0.61,0.58,0.61,0.54147,0.61413,0.69301
hyoscyamine,dyspnoeas,19,23.12,0.82,0.68,0.8,0.54135,0.80205,1.1357
choline,dyspnoeas,39,54.44,0.72,0.62,0.71,0.54129,0.71071,0.91228
fludeoxyglucose,dyspnoeas,2,0.27,7.31,7.34,2.09,0.54106,1.93293,10.08326
brimonidine,dyspnoeas,150,241.61,0.62,0.39,0.62,0.54076,0.62014,0.70693
bandronate,dyspnoeas,352,595.48,0.59,0.6,0.59,0.54067,0.59092,0.64418
memantine,dyspnoeas,198,325.63,0.61,0.58,0.61,0.53945,0.60759,0.68124
netrafilcon a,dyspnoeas,16,18.73,0.85,0.75,0.82,0.53908,0.82789,1.20546
midostaurin,dyspnoeas,49,70.99,0.69,0.64,0.68,0.53867,0.68637,0.8589
empagliflozin/metformin,dyspnoeas,24,30.94,0.78,0.68,0.76,0.53824,0.763,1.04316
insulin aspart,dyspnoeas,53,77.67,0.68,0.55,0.68,0.53797,0.67898,0.84273
nicardipine,dyspnoeas,53,77.68,0.68,0.77,0.68,0.53789,0.67889,0.84261
rosiglitazone,dyspnoeas,2647,4768.07,0.56,0.56,0.56,0.53758,0.55514,0.57307
methenamine,dyspnoeas,9,8.73,1.03,0.96,0.94,0.53665,0.95225,1.54388
daclatasvir,dyspnoeas,62,93.08,0.67,0.62,0.66,0.53526,0.66357,0.81091
venlafaxine,dyspnoeas,1010,1791.48,0.56,0.51,0.56,0.53507,0.56374,0.59341
misoprostol,dyspnoeas,79,121.87,0.65,0.56,0.65,0.5347,0.6465,0.7729
articaine/epinephrine,dyspnoeas,22,28.04,0.78,0.61,0.76,0.53466,0.77005,1.06623
baloxavir marboxil,dyspnoeas,32,43.87,0.73,0.7,0.72,0.53413,0.72192,0.94934
cetrorelix,dyspnoeas,8,7.41,1.08,0.92,0.96,0.53405,0.9811,1.63071
paroxetine,dyspnoeas,1269,2268.59,0.56,0.51,0.56,0.53392,0.55935,0.58557
nafarelin,dyspnoeas,49,71.67,0.68,0.73,0.68,0.53371,0.68006,0.851
pegfilgrastim,dyspnoeas,828,1472.48,0.56,0.45,0.56,0.53075,0.56227,0.595
romiplostim,dyspnoeas,252,427.57,0.59,0.48,0.59,0.53025,0.5891,0.65216
lomustine,dyspnoeas,8,7.48,1.07,1,0.96,0.53015,0.9739,1.61863
gemfibrozil,dyspnoeas,124,201.05,0.62,0.59,0.62,0.52967,0.61594,0.71111
ibandronate,dyspnoeas,98,156.05,0.63,0.59,0.63,0.5288,0.62686,0.73635
chloroquine,dyspnoeas,23,29.97,0.77,0.7,0.75,0.52836,0.75476,1.03824
cyproterone,dyspnoeas,3,1.22,2.46,2.33,1.37,0.5273,1.41007,3.23304
oseltamivir,dyspnoeas,306,527.37,0.58,0.54,0.58,0.52726,0.58004,0.63622
clozapine,dyspnoeas,1986,3630.33,0.55,0.52,0.55,0.5271,0.54704,0.56748
levomilnacipran,dyspnoeas,16,19.2,0.83,0.76,0.8,0.52696,0.80927,1.1783
rasagiline,dyspnoeas,56,84.41,0.66,0.61,0.66,0.52687,0.6607,0.81548
loperamide,dyspnoeas,387,675.54,0.57,0.55,0.57,0.52622,0.57274,0.62191
etanercept,dyspnoeas,7176,13405.66,0.54,0.43,0.54,0.52497,0.53529,0.54576
mirtazepine,dyspnoeas,90,143.27,0.63,0.61,0.63,0.52488,0.62693,0.74142
olmesartan,dyspnoeas,442,777.98,0.57,0.53,0.57,0.52478,0.56803,0.61359
ofatumumab,dyspnoeas,539,956.16,0.56,0.51,0.56,0.52467,0.56363,0.60448
insulin human,dyspnoeas,190,320.72,0.59,0.48,0.59,0.52432,0.59204,0.66535
arthrotec,dyspnoeas,57,86.56,0.66,0.62,0.65,0.52414,0.65594,0.80818
molindone,dyspnoeas,9,8.98,1,0.98,0.91,0.52406,0.92988,1.50736
sipuleucel-t,dyspnoeas,140,231.64,0.6,0.94,0.6,0.52391,0.60376,0.69135
lanoteplase,dyspnoeas,4,2.38,1.68,2.78,1.19,0.52239,1.22675,2.44017
carbamazepine,dyspnoeas,621,1112.06,0.56,0.52,0.56,0.52233,0.55836,0.596
nabilone,dyspnoeas,8,7.62,1.05,0.98,0.94,0.52184,0.9586,1.59297
citalopram,dyspnoeas,553,987.37,0.56,0.51,0.56,0.52176,0.56,0.60005
indomethacin,dyspnoeas,160,268.49,0.6,0.61,0.59,0.52153,0.59545,0.67604
miglustat,dyspnoeas,30,41.7,0.72,0.78,0.71,0.52139,0.71186,0.94394
tafasitamab,dyspnoeas,16,19.45,0.82,0.84,0.79,0.52062,0.79954,1.16412
amlodipine/olmesartan,dyspnoeas,11,11.95,0.92,0.87,0.86,0.51995,0.87328,1.36008
esomeprazole,dyspnoeas,1469,2705.97,0.54,0.57,0.54,0.5199,0.54286,0.56648
ceralasertib,dyspnoeas,2,0.31,6.41,6.42,1.91,0.51959,1.81062,8.71121
gentamicin,dyspnoeas,100,162.39,0.62,0.7,0.61,0.51956,0.61483,0.7211
apomorphine,dyspnoeas,145,242.81,0.6,0.53,0.6,0.51902,0.59663,0.68162
fedratinib,dyspnoeas,24,32.18,0.75,0.74,0.73,0.51838,0.73485,1.00467
penicillamine,dyspnoeas,34,48.62,0.7,0.67,0.69,0.51777,0.6934,0.90491
gsf,dyspnoeas,6,4.96,1.21,0.96,1.02,0.51774,1.04355,1.85162
repaglinide,dyspnoeas,45,67.14,0.67,0.66,0.66,0.51761,0.66669,0.84198
padimate o,dyspnoeas,2,0.32,6.32,5.14,1.9,0.51759,1.79986,8.58716
fluconazole,dyspnoeas,345,610.89,0.56,0.57,0.56,0.51614,0.56461,0.61603
gatifloxacin,dyspnoeas,80,128.21,0.62,0.63,0.62,0.51557,0.62262,0.74355
colestipol,dyspnoeas,27,37.26,0.72,0.71,0.71,0.51553,0.71608,0.96299
apalutamide,dyspnoeas,119,197.82,0.6,0.61,0.6,0.51505,0.60086,0.69571
pyriproxyfen,dyspnoeas,2,0.32,6.19,3.02,1.87,0.51413,1.78149,8.37452
azacitidine,dyspnoeas,309,546.77,0.57,0.54,0.56,0.51383,0.565,0.61944
efalizumab,dyspnoeas,64,100.52,0.64,0.53,0.63,0.51383,0.6348,0.77342
chlorthalidone,dyspnoeas,40,59.16,0.68,0.66,0.67,0.51354,0.67191,0.85994
flunisolide,dyspnoeas,61,95.4,0.64,1.38,0.64,0.5132,0.63735,0.78009
probucol,dyspnoeas,30,42.51,0.71,0.72,0.7,0.51185,0.69883,0.92665
cefoperazone,dyspnoeas,86,140.13,0.61,0.9,0.61,0.51077,0.61262,0.72719
cilastatin,dyspnoeas,44,66.43,0.66,0.93,0.66,0.5101,0.65893,0.83425
tesamorelin,dyspnoeas,45,68.38,0.66,0.54,0.65,0.5084,0.65482,0.82699
sertraline,dyspnoeas,1299,2441.89,0.53,0.48,0.53,0.50805,0.53196,0.5566
tipiracil,dyspnoeas,175,304.06,0.58,0.59,0.57,0.5068,0.57522,0.64955
mercaptopurine,dyspnoeas,54,84.42,0.64,0.57,0.64,0.50609,0.63733,0.78953
procainamide,dyspnoeas,67,107.48,0.62,0.63,0.62,0.50576,0.62178,0.75433
lansoprazole,dyspnoeas,578,1066.57,0.54,0.5,0.54,0.50568,0.54188,0.57978
typhoid,dyspnoeas,7,6.51,1.07,0.88,0.95,0.50471,0.96643,1.65341
darbepoetin alfa,dyspnoeas,507,933.04,0.54,0.47,0.54,0.50464,0.54334,0.58397
vardenafil,dyspnoeas,112,189.19,0.59,0.58,0.59,0.50445,0.59134,0.68768
pheniramine,dyspnoeas,18,23.33,0.77,0.69,0.75,0.50428,0.75536,1.07874
chenodiol,dyspnoeas,3,1.34,2.24,2.2,1.3,0.50315,1.34085,3.00557
phentolamine,dyspnoeas,5,3.81,1.31,1.27,1.05,0.50315,1.08217,2.00916
azelastine,dyspnoeas,111,187.86,0.59,0.65,0.59,0.50313,0.59023,0.68684
nesiritide,dyspnoeas,17,21.78,0.78,1.11,0.76,0.50306,0.76257,1.09916
tinzaparin,dyspnoeas,27,38.27,0.71,0.56,0.69,0.50242,0.69787,0.93849
alprazolam,dyspnoeas,690,1291.79,0.53,0.5,0.53,0.50139,0.53412,0.56824
ticlopidine,dyspnoeas,125,215.29,0.58,0.58,0.58,0.49918,0.58012,0.66939
niacin,dyspnoeas,632,1186.26,0.53,0.46,0.53,0.49866,0.53274,0.56834
panitumumab,dyspnoeas,284,515.74,0.55,0.71,0.55,0.49863,0.55055,0.60596
technetium tc 99m sestamibi,dyspnoeas,16,20.38,0.79,0.99,0.76,0.49854,0.76562,1.11469
clomipramine,dyspnoeas,85,141.95,0.6,0.57,0.6,0.49792,0.59785,0.71035
benoxinate,dyspnoeas,2,0.36,5.56,3.42,1.75,0.4975,1.697,7.38582
acarbose,dyspnoeas,42,64.75,0.65,0.63,0.64,0.49656,0.64541,0.82142
ferric sulfate ,dyspnoeas,18,23.73,0.76,0.62,0.74,0.49631,0.74343,1.06168
voriconazole,dyspnoeas,254,461.06,0.55,0.56,0.55,0.49597,0.55078,0.6095
baracitinib,dyspnoeas,56,89.83,0.62,0.58,0.62,0.49559,0.62147,0.76706
sotorasib,dyspnoeas,31,45.7,0.68,0.61,0.67,0.4954,0.67288,0.88845
tolvaptan,dyspnoeas,137,239.61,0.57,0.56,0.57,0.49503,0.57139,0.65521
sitagliptin/metformin,dyspnoeas,143,251.63,0.57,0.58,0.57,0.4936,0.56796,0.64945
amiloride,dyspnoeas,45,70.5,0.64,0.64,0.63,0.49344,0.63556,0.80266
erenumab,dyspnoeas,385,717.28,0.54,0.43,0.54,0.493,0.53669,0.5829
indinavir,dyspnoeas,174,310.93,0.56,0.56,0.56,0.49266,0.55938,0.63188
haloperidol,dyspnoeas,309,570.48,0.54,0.5,0.54,0.49253,0.54157,0.59377
voclosporin,dyspnoeas,60,97.9,0.61,0.62,0.61,0.49132,0.61131,0.7494
phenoxybenzamine,dyspnoeas,6,5.32,1.13,1.06,0.97,0.49111,0.98961,1.75401
lefamulin,dyspnoeas,4,2.64,1.52,1.37,1.11,0.49043,1.15015,2.27307
cilostazol,dyspnoeas,78,131.35,0.59,0.6,0.59,0.48974,0.59288,0.70957
fluoxetine,dyspnoeas,1126,2193.2,0.51,0.47,0.51,0.48866,0.51341,0.53898
avelumab,dyspnoeas,51,82.11,0.62,0.8,0.62,0.48824,0.61908,0.77144
metrizamide,dyspnoeas,11,12.83,0.86,0.44,0.81,0.4882,0.81993,1.27675
ritonavir,dyspnoeas,235,432.09,0.54,0.49,0.54,0.48758,0.54376,0.6041
scopolamine,dyspnoeas,63,104.29,0.6,0.29,0.6,0.48706,0.60275,0.73547
mideol,dyspnoeas,86,147.11,0.58,0.53,0.58,0.48677,0.58383,0.69302
isradipine,dyspnoeas,27,39.56,0.68,0.69,0.67,0.48674,0.67609,0.90921
trimethoprim/sulfamethoxazole,dyspnoeas,76,128.55,0.59,0.56,0.59,0.48636,0.59029,0.70807
ketoconazole,dyspnoeas,85,145.4,0.58,0.34,0.58,0.48623,0.58382,0.69367
amphetamine/dextroamphetamine,dyspnoeas,102,177.67,0.57,0.51,0.57,0.48551,0.57356,0.67168
