activeingred,reaction,N,E,RR,PRR,EBGM,EBGM_05,EBGM_50,EBGM_95
technetium tc 99m sestamibi,dyspnoeas,16,16.2,0.99,0.99,0.94,0.61535,0.94664,1.38029
encorafenib,dyspnoeas,95,129.58,0.73,0.73,0.73,0.61436,0.73035,0.8601
methyl salicylate,dyspnoeas,4,1.83,2.19,2.19,1.42,0.61289,1.4621,2.98049
spiramycin,dyspnoeas,4,1.83,2.19,2.19,1.42,0.61289,1.4621,2.98049
secukinumab,dyspnoeas,3130,4965.12,0.63,0.63,0.63,0.612,0.63035,0.64907
hydrocodine/ibuprofen,dyspnoeas,6,3.97,1.51,1.51,1.21,0.61156,1.24235,2.22137
rivastigmine,dyspnoeas,379,569.26,0.67,0.67,0.67,0.61072,0.66531,0.72306
meprednisone,dyspnoeas,3,0.9,3.35,3.35,1.64,0.60874,1.67536,4.19802
ecallantide,dyspnoeas,34,41.2,0.83,0.83,0.81,0.60728,0.81372,1.06244
nicardipine,dyspnoeas,53,68.61,0.77,0.77,0.76,0.60717,0.76652,0.95161
 tramadol hcl,dyspnoeas,6,4.01,1.5,1.5,1.2,0.60714,1.23329,2.20459
insulin glargine,dyspnoeas,794,1233.72,0.64,0.64,0.64,0.60658,0.6434,0.68167
hydroxyurea,dyspnoeas,111,155.55,0.71,0.71,0.71,0.60642,0.71145,0.82796
perphenazine,dyspnoeas,29,34.23,0.85,0.85,0.83,0.60607,0.83256,1.10958
rabeprazole,dyspnoeas,116,163.34,0.71,0.71,0.71,0.60576,0.70817,0.82151
pretomanid,dyspnoeas,5,2.92,1.71,1.71,1.28,0.60535,1.31598,2.4741
isavuconazole,dyspnoeas,21,23.21,0.9,0.9,0.87,0.60516,0.88024,1.22846
apixaban,dyspnoeas,2441,3903.12,0.63,0.62,0.63,0.60476,0.62535,0.64639
fostamatinib,dyspnoeas,72,97.5,0.74,0.74,0.73,0.602,0.73472,0.88568
eprosartan,dyspnoeas,32,38.74,0.83,0.83,0.81,0.60163,0.81363,1.07048
pilocarpine,dyspnoeas,36,44.54,0.81,0.81,0.79,0.60057,0.79796,1.03453
telotristat ethyl,dyspnoeas,99,138.85,0.71,0.71,0.71,0.59992,0.71062,0.83417
tofacitinib,dyspnoeas,3212,5208.99,0.62,0.61,0.62,0.59887,0.61659,0.63465
balsam,dyspnoeas,2,0.19,10.27,10.27,2.64,0.59812,2.34308,14.52211
navoximod,dyspnoeas,2,0.19,10.27,10.27,2.64,0.59812,2.34308,14.52211
propyphenazone,dyspnoeas,2,0.19,10.27,10.27,2.64,0.59812,2.34308,14.52211
cevimeline,dyspnoeas,13,12.77,1.02,1.02,0.95,0.59706,0.96387,1.45784
pacritinib,dyspnoeas,33,40.49,0.81,0.81,0.8,0.59693,0.80347,1.05299
interferon,dyspnoeas,5673,9306.87,0.61,0.61,0.61,0.59632,0.60953,0.62294
droxidopa,dyspnoeas,426,658.74,0.65,0.65,0.65,0.59622,0.64633,0.69917
triamcinolone,dyspnoeas,415,642.34,0.65,0.65,0.65,0.59501,0.6457,0.6992
glibornuride,dyspnoeas,5,3,1.67,1.67,1.26,0.59454,1.29207,2.42612
moexipril,dyspnoeas,7,5.3,1.32,1.32,1.12,0.5943,1.14489,1.96919
ezetimibe/simvastatin,dyspnoeas,100,141.96,0.7,0.7,0.7,0.59329,0.70216,0.8236
sebelipase alfa,dyspnoeas,33,40.77,0.81,0.81,0.79,0.59308,0.79829,1.04619
gentamicin,dyspnoeas,100,142.12,0.7,0.7,0.7,0.59265,0.70139,0.8227
indapamide,dyspnoeas,85,118.99,0.71,0.71,0.71,0.59253,0.71155,0.84554
mesalamine,dyspnoeas,337,518.99,0.65,0.65,0.65,0.59252,0.64887,0.70869
vedolizumab,dyspnoeas,1372,2214.27,0.62,0.62,0.62,0.59243,0.61953,0.64744
raloxifene,dyspnoeas,288,440.84,0.65,0.65,0.65,0.59157,0.65273,0.71797
aveeno,dyspnoeas,8,6.54,1.22,1.22,1.07,0.59095,1.09081,1.81965
capecitabine,dyspnoeas,1257,2030.45,0.62,0.62,0.62,0.59071,0.61898,0.64813
baricitinib,dyspnoeas,28,33.76,0.83,0.83,0.81,0.59002,0.8152,1.09157
glimepiride,dyspnoeas,104,149.17,0.7,0.7,0.69,0.58932,0.69513,0.81292
abiraterone,dyspnoeas,599,949.36,0.63,0.63,0.63,0.5893,0.63072,0.67404
mexiletine,dyspnoeas,32,39.64,0.81,0.81,0.79,0.58851,0.79589,1.04713
insulin degludec,dyspnoeas,128,187.05,0.68,0.68,0.68,0.58849,0.68274,0.78655
modafinil,dyspnoeas,96,136.98,0.7,0.7,0.7,0.58814,0.69854,0.82196
dapagliflozin,dyspnoeas,349,543.56,0.64,0.64,0.64,0.58685,0.64164,0.69974
moricizine,dyspnoeas,14,14.37,0.97,0.97,0.92,0.58625,0.92972,1.38738
glucosamine,dyspnoeas,3,0.97,3.08,3.08,1.57,0.58607,1.605,3.87856
melatonin,dyspnoeas,7,5.41,1.29,1.29,1.1,0.58412,1.12517,1.93466
hydromorphine,dyspnoeas,5,3.08,1.63,1.63,1.24,0.58411,1.26907,2.38026
sulfamethizole,dyspnoeas,5,3.08,1.63,1.63,1.24,0.58411,1.26907,2.38026
flurbiprofen,dyspnoeas,44,57.82,0.76,0.76,0.75,0.58361,0.75417,0.95513
sucralfate,dyspnoeas,47,62.49,0.75,0.75,0.74,0.58221,0.74597,0.93792
pirbuterol,dyspnoeas,41,53.5,0.77,0.77,0.76,0.58174,0.75889,0.96884
ozanimod,dyspnoeas,114,167,0.68,0.68,0.68,0.58164,0.68091,0.79088
abacavir/dolutegravir/lamivudine,dyspnoeas,66,91.7,0.72,0.72,0.71,0.58142,0.71607,0.87008
idarubicin,dyspnoeas,47,62.65,0.75,0.75,0.74,0.58079,0.74416,0.93564
leuprolide,dyspnoeas,1525,2524.52,0.6,0.6,0.6,0.57892,0.60401,0.6298
cetirizine,dyspnoeas,863,1412.83,0.61,0.61,0.61,0.57715,0.6107,0.64552
pravastatin,dyspnoeas,280,439.64,0.64,0.64,0.64,0.57593,0.63638,0.70091
febuxostat,dyspnoeas,101,148.47,0.68,0.68,0.68,0.57368,0.67837,0.79509
dinoprostone,dyspnoeas,50,68.06,0.73,0.73,0.73,0.57367,0.72937,0.911
methoxsalen,dyspnoeas,18,20.29,0.89,0.89,0.85,0.57364,0.86047,1.23026
tranylcypromine,dyspnoeas,63,88.31,0.71,0.71,0.71,0.57334,0.70967,0.86609
icosapent ethyl,dyspnoeas,81,116.73,0.69,0.69,0.69,0.57304,0.6913,0.8248
cefdinir,dyspnoeas,63,88.43,0.71,0.71,0.71,0.57259,0.70875,0.86497
adalimumab,dyspnoeas,12104,20831.51,0.58,0.57,0.58,0.57239,0.58104,0.58977
eltrombopag,dyspnoeas,453,732.25,0.62,0.62,0.62,0.57184,0.61837,0.66736
ropivacaine,dyspnoeas,52,71.53,0.73,0.73,0.72,0.57071,0.72214,0.89828
omaveloxolone,dyspnoeas,4,2.06,1.94,1.94,1.32,0.57043,1.35732,2.73207
zanamivir,dyspnoeas,93,136.55,0.68,0.68,0.68,0.57007,0.67897,0.80094
stavudine,dyspnoeas,102,151.04,0.68,0.68,0.67,0.57004,0.6735,0.78878
methimazole,dyspnoeas,55,76.36,0.72,0.72,0.71,0.56954,0.71589,0.88539
bupropion,dyspnoeas,1169,1956.54,0.6,0.6,0.6,0.56912,0.59739,0.62659
gabapentin,dyspnoeas,1560,2633.77,0.59,0.59,0.59,0.56793,0.59224,0.61725
epoetin zeta,dyspnoeas,27,33.64,0.8,0.8,0.78,0.56788,0.7894,1.06227
nafarelin,dyspnoeas,49,67.32,0.73,0.73,0.72,0.56699,0.72268,0.90457
fenofibrate,dyspnoeas,157,241.95,0.65,0.65,0.65,0.5667,0.64789,0.73648
etidronate,dyspnoeas,36,47.31,0.76,0.76,0.75,0.56651,0.7527,0.97585
isosulfan blue,dyspnoeas,8,6.89,1.16,1.16,1.03,0.56601,1.04463,1.74183
potassium,dyspnoeas,42,56.58,0.74,0.74,0.73,0.56595,0.73589,0.93688
baliforsen,dyspnoeas,3,1.05,2.85,2.85,1.5,0.56546,1.54266,3.62904
cilgavimab,dyspnoeas,2,0.23,8.56,8.56,2.3,0.5644,2.10175,11.9483
abemaciclib,dyspnoeas,174,271.2,0.64,0.64,0.64,0.5643,0.64075,0.72382
flosequinan,dyspnoeas,12,12.23,0.98,0.98,0.92,0.56417,0.9291,1.42615
cyclobenzaprine,dyspnoeas,90,133.16,0.68,0.68,0.67,0.56403,0.67377,0.7969
etodolac,dyspnoeas,84,123.55,0.68,0.68,0.68,0.56364,0.67761,0.806
oxaprozin,dyspnoeas,64,91.5,0.7,0.7,0.69,0.5633,0.69605,0.8482
clemastine,dyspnoeas,54,75.77,0.71,0.71,0.71,0.56233,0.70835,0.87771
botox toxin,dyspnoeas,1213,2056.84,0.59,0.59,0.59,0.56226,0.58966,0.61794
docusate,dyspnoeas,23,28.03,0.82,0.82,0.8,0.56219,0.80387,1.10667
bezlotoxumab,dyspnoeas,9,8.25,1.09,1.09,0.98,0.56174,1.00065,1.62664
pramipexole,dyspnoeas,246,394.2,0.62,0.62,0.62,0.5605,0.62353,0.69112
miglustat,dyspnoeas,30,38.66,0.78,0.78,0.76,0.56019,0.76533,1.01539
vemurafenib,dyspnoeas,214,340.78,0.63,0.63,0.63,0.55955,0.62736,0.70043
alfentanil,dyspnoeas,7,5.72,1.22,1.22,1.05,0.55859,1.07579,1.84848
cefotaxime,dyspnoeas,90,134.53,0.67,0.67,0.67,0.55838,0.66702,0.78891
mycophenolic acid,dyspnoeas,64,92.44,0.69,0.69,0.69,0.55769,0.68912,0.83976
erythromycin,dyspnoeas,259,418.34,0.62,0.62,0.62,0.55763,0.61864,0.68394
vildagliptin/metformin,dyspnoeas,7,5.76,1.21,1.21,1.05,0.55556,1.06993,1.83827
cotrimoxazole,dyspnoeas,20,23.95,0.84,0.84,0.81,0.55515,0.81517,1.14615
targin,dyspnoeas,12,12.46,0.96,0.96,0.9,0.55468,0.91345,1.40207
cabotegravir,dyspnoeas,23,28.46,0.81,0.81,0.79,0.55414,0.79235,1.09081
amitriptyline,dyspnoeas,187,298.33,0.63,0.63,0.63,0.55392,0.62611,0.70431
topiramate,dyspnoeas,501,839.71,0.6,0.6,0.6,0.5537,0.59643,0.64131
azelastine,dyspnoeas,111,170.82,0.65,0.65,0.65,0.55268,0.64841,0.7546
folic acid,dyspnoeas,25,31.58,0.79,0.79,0.77,0.55243,0.77817,1.05846
norfloxacin,dyspnoeas,61,88.5,0.69,0.69,0.68,0.55217,0.6859,0.83967
oxymetazoline,dyspnoeas,111,171.28,0.65,0.65,0.65,0.55118,0.64666,0.75256
tisagenlecleucel,dyspnoeas,96,146.52,0.66,0.66,0.65,0.55023,0.65351,0.76896
fosamprenavir,dyspnoeas,20,24.22,0.83,0.83,0.8,0.54925,0.80651,1.13396
tropicamide,dyspnoeas,18,21.34,0.84,0.84,0.81,0.54715,0.82074,1.1734
terbinafine,dyspnoeas,302,501.16,0.6,0.6,0.6,0.5471,0.60225,0.661
bandronate,dyspnoeas,352,588.73,0.6,0.6,0.6,0.54679,0.59762,0.65149
cangrelor,dyspnoeas,7,5.88,1.19,1.19,1.03,0.54666,1.05272,1.80832
calcitriol,dyspnoeas,39,53.85,0.72,0.72,0.71,0.54654,0.7179,0.92186
etaracizumab,dyspnoeas,3,1.13,2.66,2.66,1.44,0.54654,1.48665,3.42721
medroxyprogesterone,dyspnoeas,549,935.97,0.59,0.59,0.59,0.54622,0.5864,0.6285
cefprozil,dyspnoeas,54,78.11,0.69,0.69,0.69,0.54582,0.68755,0.85193
midazolam,dyspnoeas,156,249.66,0.62,0.62,0.62,0.54558,0.62401,0.70963
tizanidine,dyspnoeas,67,99.56,0.67,0.67,0.67,0.54505,0.67021,0.81322
esomeprazole,dyspnoeas,1469,2585.14,0.57,0.57,0.57,0.54417,0.5682,0.59293
levodopa,dyspnoeas,366,616.41,0.59,0.59,0.59,0.54397,0.59349,0.64594
rimantadine,dyspnoeas,7,5.92,1.18,1.18,1.03,0.54376,1.0471,1.79856
rosiglitazone,dyspnoeas,2647,4716.32,0.56,0.56,0.56,0.54347,0.56122,0.57935
ropeginterferon,dyspnoeas,33,44.62,0.74,0.74,0.73,0.54344,0.73147,0.95861
dobutamine,dyspnoeas,50,71.99,0.69,0.69,0.69,0.54295,0.69031,0.86221
rizatriptan,dyspnoeas,64,95.12,0.67,0.67,0.67,0.54217,0.66995,0.81639
lamivudine,dyspnoeas,366,619.56,0.59,0.59,0.59,0.54121,0.59048,0.64266
maribavir,dyspnoeas,22,27.65,0.8,0.8,0.77,0.54119,0.78024,1.08122
escitalopram,dyspnoeas,482,827.57,0.58,0.58,0.58,0.53974,0.58225,0.62694
lactate,dyspnoeas,35,48.13,0.73,0.73,0.72,0.53974,0.72011,0.93681
nicotine polacrilex,dyspnoeas,166,270.03,0.61,0.61,0.61,0.53911,0.61404,0.69561
bethanechol,dyspnoeas,10,10.05,1,1,0.92,0.53884,0.93142,1.48131
trametinib,dyspnoeas,180,294.71,0.61,0.61,0.61,0.53849,0.61013,0.68785
tafluprost,dyspnoeas,32,43.45,0.74,0.74,0.72,0.53848,0.72823,0.9581
metronidazole,dyspnoeas,424,726.6,0.58,0.58,0.58,0.53801,0.58334,0.63114
carbocysteine,dyspnoeas,2,0.27,7.34,7.34,2.07,0.53796,1.9407,10.02183
fludeoxyglucose,dyspnoeas,2,0.27,7.34,7.34,2.07,0.53796,1.9407,10.02183
ginseng,dyspnoeas,2,0.27,7.34,7.34,2.07,0.53796,1.9407,10.02183
degarelix,dyspnoeas,62,92.55,0.67,0.67,0.67,0.53791,0.66699,0.81524
ganciclovir,dyspnoeas,75,114.44,0.66,0.66,0.65,0.53742,0.65322,0.78457
almotriptan,dyspnoeas,11,11.49,0.96,0.96,0.89,0.53721,0.90489,1.41218
bifluoriden,dyspnoeas,7,6.04,1.16,1.16,1.01,0.53522,1.03063,1.76992
granisetron,dyspnoeas,66,99.8,0.66,0.66,0.66,0.5349,0.65879,0.80047
ibandronic acid,dyspnoeas,45,64.87,0.69,0.69,0.69,0.53481,0.68908,0.87053
sufentanil,dyspnoeas,13,14.45,0.9,0.9,0.85,0.53408,0.86214,1.30366
brodalumab,dyspnoeas,40,56.77,0.7,0.7,0.7,0.53407,0.69907,0.89501
 lovastatin,dyspnoeas,5,3.5,1.43,1.43,1.12,0.53286,1.15647,2.15941
trospium,dyspnoeas,25,32.82,0.76,0.76,0.75,0.53233,0.74986,1.01995
indomethacin,dyspnoeas,160,263.25,0.61,0.61,0.61,0.5317,0.60709,0.68929
pancrelipase,dyspnoeas,203,339.57,0.6,0.6,0.6,0.53111,0.59732,0.66882
tafasitamab,dyspnoeas,16,19,0.84,0.84,0.81,0.53092,0.81671,1.1906
ascorbic acid,dyspnoeas,11,11.64,0.94,0.94,0.88,0.53082,0.8941,1.39529
urofollitropin,dyspnoeas,12,13.16,0.91,0.91,0.86,0.52803,0.86955,1.33452
ropinirole,dyspnoeas,206,346.97,0.59,0.59,0.59,0.52795,0.59325,0.66373
hydroxyzine,dyspnoeas,153,253.13,0.6,0.6,0.6,0.52715,0.60373,0.6874
oxytocin,dyspnoeas,47,69.42,0.68,0.68,0.67,0.52526,0.67301,0.84618
metaxalone,dyspnoeas,43,62.81,0.68,0.68,0.68,0.52469,0.68009,0.86353
midodrine,dyspnoeas,20,25.43,0.79,0.79,0.76,0.52456,0.77026,1.08298
fluconazole,dyspnoeas,345,601.3,0.57,0.57,0.57,0.52428,0.57353,0.62577
probucol,dyspnoeas,30,41.43,0.72,0.72,0.71,0.52406,0.71597,0.94989
pralatrexate,dyspnoeas,17,20.83,0.82,0.82,0.79,0.52331,0.79448,1.1465
milrinone,dyspnoeas,18,22.39,0.8,0.8,0.78,0.52301,0.78451,1.12158
olanzapine,dyspnoeas,1163,2119.14,0.55,0.55,0.55,0.52272,0.54876,0.57565
gatifloxacin,dyspnoeas,80,126.47,0.63,0.63,0.63,0.52232,0.63086,0.7535
amphoterecin B,dyspnoeas,28,38.35,0.73,0.73,0.72,0.52189,0.72106,0.96549
temozolomide,dyspnoeas,316,552.05,0.57,0.57,0.57,0.52091,0.57217,0.6267
finerenone,dyspnoeas,16,19.43,0.82,0.82,0.79,0.52002,0.79994,1.16613
asfotase alfa,dyspnoeas,110,179.89,0.61,0.61,0.61,0.51994,0.61045,0.7109
colchicine,dyspnoeas,65,101,0.64,0.64,0.64,0.51983,0.64126,0.78029
apalutamide,dyspnoeas,119,196.01,0.61,0.61,0.61,0.51958,0.6062,0.70194
vicodin,dyspnoeas,62,95.94,0.65,0.65,0.64,0.5192,0.64379,0.78689
insulin detemir,dyspnoeas,16,19.47,0.82,0.82,0.79,0.51905,0.79845,1.16395
fexofenadine,dyspnoeas,517,927.79,0.56,0.56,0.56,0.51781,0.55712,0.59837
fedratinib,dyspnoeas,24,32.24,0.74,0.74,0.73,0.51673,0.73318,1.00309
carotuximab,dyspnoeas,2,0.31,6.42,6.42,1.9,0.51629,1.82291,8.53843
ceralasertib,dyspnoeas,2,0.31,6.42,6.42,1.9,0.51629,1.82291,8.53843
tipiracil,dyspnoeas,175,298.45,0.59,0.59,0.59,0.51614,0.58585,0.66158
asciminib,dyspnoeas,21,27.49,0.76,0.76,0.74,0.51555,0.74988,1.04643
molindone,dyspnoeas,9,9.15,0.98,0.98,0.9,0.51415,0.91576,1.48796
teduglutide,dyspnoeas,250,437.53,0.57,0.57,0.57,0.5138,0.57108,0.63248
nitroglycerin,dyspnoeas,274,481.88,0.57,0.57,0.57,0.51379,0.56834,0.62662
lopinavir,dyspnoeas,187,321.85,0.58,0.58,0.58,0.51363,0.58057,0.65308
memantine,dyspnoeas,198,342.02,0.58,0.58,0.58,0.5136,0.5785,0.64865
baloxavir marboxil,dyspnoeas,32,45.67,0.7,0.7,0.69,0.51311,0.69392,0.91296
cyproterone,dyspnoeas,3,1.28,2.33,2.33,1.34,0.51286,1.38909,3.11519
levoleucovorin,dyspnoeas,4,2.45,1.63,1.63,1.18,0.51194,1.2152,2.41744
mirtazepine,dyspnoeas,90,146.87,0.61,0.61,0.61,0.5119,0.6115,0.72326
water,dyspnoeas,54,83.52,0.65,0.65,0.64,0.51104,0.64375,0.79765
cladribine,dyspnoeas,99,163.38,0.61,0.61,0.6,0.51063,0.60486,0.71002
trazodone,dyspnoeas,177,305.73,0.58,0.58,0.58,0.51001,0.57848,0.65281
alteplase,dyspnoeas,299,532.42,0.56,0.56,0.56,0.50971,0.56136,0.6164
gemfibrozil,dyspnoeas,124,208.94,0.59,0.59,0.59,0.50966,0.59271,0.68434
certolizumab pegol,dyspnoeas,1493,2806.61,0.53,0.53,0.53,0.50961,0.53193,0.55489
loperamide,dyspnoeas,387,698.49,0.55,0.55,0.55,0.50891,0.5539,0.60147
procainamide,dyspnoeas,67,106.96,0.63,0.63,0.62,0.50785,0.62447,0.75772
repaglinide,dyspnoeas,45,68.45,0.66,0.66,0.65,0.5074,0.65377,0.82591
maraviroc,dyspnoeas,48,73.86,0.65,0.65,0.64,0.50601,0.64661,0.81115
voriconazole,dyspnoeas,254,452.14,0.56,0.56,0.56,0.50562,0.56152,0.62139
proparacaine,dyspnoeas,13,15.34,0.85,0.85,0.81,0.50556,0.81609,1.23393
methenamine,dyspnoeas,9,9.34,0.96,0.96,0.88,0.50485,0.89919,1.46092
atracurium,dyspnoeas,51,79.63,0.64,0.64,0.64,0.50275,0.63766,0.79479
ceftaroline fosamil,dyspnoeas,15,18.57,0.81,0.81,0.78,0.50248,0.78421,1.15588
chlorthalidone,dyspnoeas,40,60.47,0.66,0.66,0.65,0.50216,0.6573,0.84153
larotrectinib,dyspnoeas,14,17.02,0.82,0.82,0.79,0.5021,0.79622,1.18788
sitagliptin/metformin,dyspnoeas,143,247.44,0.58,0.58,0.58,0.50172,0.57735,0.66022
colestipol,dyspnoeas,27,38.28,0.71,0.71,0.69,0.50162,0.69729,0.9383
leucovorin,dyspnoeas,93,155.4,0.6,0.6,0.6,0.50157,0.59738,0.7047
fremanezumab,dyspnoeas,132,227.28,0.58,0.58,0.58,0.50123,0.58016,0.66698
lomustine,dyspnoeas,8,7.98,1,1,0.91,0.50036,0.92325,1.53804
clozapine,dyspnoeas,1986,3825.67,0.52,0.52,0.52,0.50019,0.51911,0.5385
midostaurin,dyspnoeas,49,76.55,0.64,0.64,0.64,0.4999,0.63716,0.79753
ticlopidine,dyspnoeas,125,214.89,0.58,0.58,0.58,0.4999,0.58101,0.67046
stannous,dyspnoeas,11,12.46,0.88,0.88,0.83,0.49956,0.84143,1.31291
penicillamine,dyspnoeas,34,50.42,0.67,0.67,0.67,0.49922,0.66893,0.87335
voclosporin,dyspnoeas,60,96.45,0.62,0.62,0.62,0.49822,0.62003,0.76024
chenodiol,dyspnoeas,3,1.36,2.2,2.2,1.3,0.49772,1.34603,2.98985
amiloride,dyspnoeas,45,69.85,0.64,0.64,0.64,0.49743,0.64091,0.80967
ibandronate,dyspnoeas,98,165.91,0.59,0.59,0.59,0.49743,0.58973,0.69281
daclatasvir,dyspnoeas,62,100.26,0.62,0.62,0.61,0.49713,0.61643,0.75344
pasireotide,dyspnoeas,50,78.77,0.63,0.63,0.63,0.49708,0.632,0.78938
difelikefalin,dyspnoeas,7,6.62,1.06,1.06,0.94,0.49632,0.95553,1.63973
cilostazol,dyspnoeas,78,129.85,0.6,0.6,0.6,0.49502,0.59936,0.71742
indinavir,dyspnoeas,174,309.39,0.56,0.56,0.56,0.49495,0.56201,0.63487
dexchlorpheniramine,dyspnoeas,8,8.1,0.99,0.99,0.89,0.49423,0.91191,1.51905
isradipine,dyspnoeas,27,38.9,0.69,0.69,0.68,0.49387,0.68652,0.9238
vardenafil,dyspnoeas,112,193.48,0.58,0.58,0.58,0.49315,0.57815,0.6724
daclizumab,dyspnoeas,78,130.36,0.6,0.6,0.6,0.49311,0.59706,0.71467
ziconotide,dyspnoeas,53,84.88,0.62,0.62,0.62,0.49268,0.622,0.77218
arthrotec,dyspnoeas,57,92.24,0.62,0.62,0.61,0.49198,0.61583,0.75892
arginine,dyspnoeas,4,2.61,1.53,1.53,1.13,0.4919,1.1669,2.31462
azacitidine,dyspnoeas,309,571.28,0.54,0.54,0.54,0.49176,0.54073,0.59286
amlodipine/olmesartan,dyspnoeas,11,12.69,0.87,0.87,0.82,0.4913,0.8275,1.29114
estradiol,dyspnoeas,1425,2778.23,0.51,0.51,0.51,0.49088,0.5129,0.53557
insulin,dyspnoeas,2860,5652.67,0.51,0.5,0.51,0.49055,0.50595,0.52167
nabilone,dyspnoeas,8,8.18,0.98,0.98,0.89,0.49022,0.9045,1.50665
latanoprost,dyspnoeas,332,617.89,0.54,0.54,0.54,0.49019,0.53718,0.58709
phentolamine,dyspnoeas,5,3.93,1.27,1.27,1.03,0.49001,1.0628,1.97923
olmesartan,dyspnoeas,442,833.99,0.53,0.53,0.53,0.48955,0.5299,0.57241
venlafaxine,dyspnoeas,1010,1959.54,0.52,0.51,0.52,0.48919,0.5154,0.54253
paroxetine,dyspnoeas,1269,2479.27,0.51,0.51,0.51,0.48856,0.51183,0.53582
oseltamivir,dyspnoeas,306,569.41,0.54,0.54,0.54,0.48836,0.53725,0.5893
vutrisiran,dyspnoeas,8,8.22,0.97,0.97,0.88,0.48823,0.90085,1.50053
sarilumab,dyspnoeas,207,377.77,0.55,0.55,0.55,0.48756,0.5477,0.6126
rasagiline,dyspnoeas,56,91.27,0.61,0.61,0.61,0.48753,0.61152,0.75493
felbamate,dyspnoeas,51,82.27,0.62,0.62,0.62,0.48685,0.61749,0.76965
dextromethorphan,dyspnoeas,61,100.92,0.6,0.6,0.6,0.48516,0.60267,0.73778
antihemophilia,dyspnoeas,28,41.39,0.68,0.68,0.67,0.48488,0.66992,0.89701
carbamazepine,dyspnoeas,621,1199.06,0.52,0.52,0.52,0.48445,0.51786,0.55278
zidovudine,dyspnoeas,145,260.18,0.56,0.56,0.56,0.48442,0.55689,0.63625
chloroquine,dyspnoeas,23,32.78,0.7,0.7,0.69,0.48415,0.69227,0.95299
simethicone,dyspnoeas,20,27.72,0.72,0.72,0.7,0.48324,0.70957,0.99762
tolvaptan,dyspnoeas,137,245.96,0.56,0.56,0.56,0.48215,0.55654,0.63823
padimate o,dyspnoeas,2,0.39,5.14,5.14,1.67,0.48189,1.65661,6.44725
sizavaleucel,dyspnoeas,2,0.39,5.14,5.14,1.67,0.48189,1.65661,6.44725
tiramterene,dyspnoeas,44,70.36,0.63,0.63,0.62,0.48169,0.62246,0.78833
acarbose,dyspnoeas,42,66.74,0.63,0.63,0.62,0.48159,0.62619,0.79722
levomilnacipran,dyspnoeas,16,21.1,0.76,0.76,0.73,0.48138,0.7405,1.07944
liotrix,dyspnoeas,6,5.45,1.1,1.1,0.95,0.47947,0.97266,1.72984
diazoxide,dyspnoeas,12,14.64,0.82,0.82,0.78,0.47941,0.78946,1.21143
methamphetamine,dyspnoeas,17,22.89,0.74,0.74,0.72,0.47892,0.72709,1.04919
netrafilcon a,dyspnoeas,16,21.26,0.75,0.75,0.73,0.47808,0.73542,1.07202
irbesartan/hydrochlorothiazide,dyspnoeas,21,29.79,0.71,0.71,0.69,0.47761,0.69469,0.96941
romidepsin,dyspnoeas,27,40.3,0.67,0.67,0.66,0.47729,0.66347,0.89277
meperidine,dyspnoeas,140,254.53,0.55,0.55,0.55,0.47691,0.54964,0.62941
aviptadil,dyspnoeas,6,5.49,1.09,1.09,0.94,0.47676,0.96716,1.71994
procaine,dyspnoeas,6,5.49,1.09,1.09,0.94,0.47676,0.96716,1.71994
clomipramine,dyspnoeas,85,148.39,0.57,0.57,0.57,0.47627,0.57193,0.67963
empagliflozin/metformin,dyspnoeas,24,35.2,0.68,0.68,0.67,0.47499,0.67396,0.92204
foscarnet,dyspnoeas,43,69.81,0.62,0.62,0.61,0.47307,0.61319,0.77859
ofatumumab,dyspnoeas,539,1061.38,0.51,0.51,0.51,0.47268,0.50779,0.54459
citalopram,dyspnoeas,553,1090,0.51,0.51,0.51,0.47267,0.50731,0.54359
buspirone,dyspnoeas,114,206.05,0.55,0.55,0.55,0.47216,0.55275,0.64202
choline,dyspnoeas,39,62.65,0.62,0.62,0.62,0.47149,0.61933,0.79527
quetiapine,dyspnoeas,1510,3068.97,0.49,0.49,0.49,0.47149,0.49201,0.51313
insulin lispro,dyspnoeas,48,79.39,0.6,0.6,0.6,0.4714,0.60239,0.75567
tyropanoate,dyspnoeas,3,1.52,1.98,1.98,1.22,0.47024,1.26876,2.77917
prilocaine,dyspnoeas,90,160.34,0.56,0.56,0.56,0.46928,0.56058,0.66303
conestat,dyspnoeas,62,106.34,0.58,0.58,0.58,0.46911,0.58168,0.71098
hepatitis vaccine,dyspnoeas,37,59.42,0.62,0.62,0.62,0.468,0.61936,0.8003
physostigmine,dyspnoeas,2,0.43,4.67,4.67,1.59,0.46766,1.59378,5.71376
levocetirizine,dyspnoeas,159,298.18,0.53,0.53,0.53,0.46659,0.53298,0.60539
alprazolam,dyspnoeas,690,1388.41,0.5,0.5,0.5,0.4665,0.49695,0.52871
biperiden,dyspnoeas,15,20.13,0.75,0.75,0.72,0.46619,0.72756,1.07233
clonidine,dyspnoeas,251,485.35,0.52,0.52,0.52,0.46528,0.51704,0.57252
rocuronium,dyspnoeas,76,134.49,0.57,0.57,0.56,0.4648,0.56421,0.67688
baracitinib,dyspnoeas,56,95.98,0.58,0.58,0.58,0.46395,0.58194,0.71843
cetrorelix,dyspnoeas,8,8.72,0.92,0.92,0.84,0.46388,0.85586,1.42528
phenoxybenzamine,dyspnoeas,6,5.68,1.06,1.06,0.92,0.46369,0.94058,1.67215
